EncuestaID,RangoEdad,Genero,Departamento,Municipio,Ocupacion
732,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Empleado Privado
733,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Otro
734,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante
735,18 - 24 Años,Masculino,Sacatepéquez,Sumpango,Comerciante
736,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Estudiante
737,25 - 34 Años,Masculino,San Marcos,Cabecera Municipal,Estudiante
738,Menos De 18 Años,Masculino,Chimaltenango,Patzún,Estudiante
739,35 - 44 Años,Femenino,Sacatepéquez,Jocotenango,Empleado Privado
740,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Comerciante
741,45 - 54 Años,Masculino,Sacatepéquez,Sumpango,Empleado Privado
742,45 - 54 Años,Femenino,Escuintla,Palín,Empleado Público
743,35 - 44 Años,Femenino,Guatemala,Guatemala,Empleado Privado
744,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
745,18 - 24 Años,Masculino,Xela,Coatepeque,Empleado Privado
746,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
747,18 - 24 Años,Masculino,El Progreso,Otro Municipio,Empleado Público
748,25 - 34 Años,Prefiero No Indicarlo,Quetzaltenango,Olintepeque,Empleado Privado
749,25 - 34 Años,Femenino,Suchitepéquez,Suchitepéquez,Empresario
750,25 - 34 Años,Femenino,Sacatepéquez,Ciudad Vieja,Empleado Público
751,18 - 24 Años,Femenino,Santa Rosa,Santa Rosa,Empleado Público
752,35 - 44 Años,Masculino,Chimaltenango,Chimaltenango,Estudiante
753,18 - 24 Años,Femenino,Escuintla,Escuintla,Comerciante
754,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Estudiante
755,55 Años O Más,Masculino,Guatemala,Mixco,Empresario
756,25 - 34 Años,Masculino,Suchitepéquez,Cabecera Municipal,Empleado Privado
757,18 - 24 Años,Femenino,Chimaltenango,Patzún,Empleado Público
758,35 - 44 Años,Femenino,Guatemala,Guatemala,Empleado Privado
759,55 Años O Más,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Estudiante
760,18 - 24 Años,Femenino,Guatemala,Mixco,Profesional Independiente
761,35 - 44 Años,Masculino,Huehuetenango,Otro Municipio,Empleado Privado
762,45 - 54 Años,Masculino,Guatemala,Guatemala,Empresario
763,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Privado
764,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Empleado Público
765,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
766,18 - 24 Años,Femenino,Alta Verapaz,Cabecera Municipal,Empresario
767,18 - 24 Años,Masculino,Jalapa,,Empleado Público
768,35 - 44 Años,Femenino,Chimaltenango,Patzún,No Indicado
769,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
770,25 - 34 Años,Masculino,Sacatepéquez,Ciudad Vieja,Empleado Privado
771,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante
772,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
773,Menos De 18 Años,Masculino,Jutiapa,Cabecera Municipal,Profesional Independiente
774,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Profesional Independiente
775,25 - 34 Años,Masculino,Baja Verapaz,Otro Municipio,Empleado Público
776,25 - 34 Años,Masculino,Jutiapa,Otro Municipio,Comerciante
777,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
778,18 - 24 Años,Femenino,Guatemala,Guatemala,Empleado Privado
779,18 - 24 Años,Masculino,Quetzaltenango,Olintepeque,Empleado Privado
780,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Privado
781,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Ama De Casa
782,35 - 44 Años,Masculino,Retalhuleu,Otro Municipio,Empleado Privado
783,35 - 44 Años,Masculino,Guatemala,Guatemala,Empleado Privado
784,18 - 24 Años,Masculino,Izabal,Izabal,Profesional Independiente
785,25 - 34 Años,Masculino,Sacatepéquez,Sumpango,Estudiante
786,25 - 34 Años,Masculino,Baja Verapaz,Baja Verapaz,Empleado Privado
787,25 - 34 Años,Masculino,Sacatepéquez,Ciudad Vieja,Profesional Independiente
788,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Ama De Casa
789,Menos De 18 Años,Femenino,Sacatepéquez,Ciudad Vieja,Empleado Privado
790,18 - 24 Años,Masculino,Santa Rosa,Santa Rosa,Estudiante
791,25 - 34 Años,Masculino,Guatemala,Mixco,Profesional Independiente
792,35 - 44 Años,Femenino,Chimaltenango,Patzún,Comerciante
793,Menos De 18 Años,Masculino,Sacatepéquez,Sumpango,Empleado Privado
794,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
795,35 - 44 Años,Masculino,Chimaltenango,Patzún,Comerciante
796,25 - 34 Años,Masculino,Quetzaltenango,Quetzaltenango,Comerciante
797,25 - 34 Años,Masculino,Quiché,Cabecera Municipal,Estudiante
798,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
799,Menos De 18 Años,Femenino,Guatemala,Mixco,Empleado Privado
800,25 - 34 Años,Masculino,Guatemala,Guatemala,Empleado Privado
801,18 - 24 Años,Femenino,Sacatepéquez,Ciudad Vieja,Profesional Independiente
802,Menos De 18 Años,Femenino,Sacatepéquez,Sumpango,Estudiante
803,18 - 24 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado
804,45 - 54 Años,Masculino,Quetzaltenango,Coatepeque,Empresario
805,25 - 34 Años,Femenino,Escuintla,Palín,Otro
806,25 - 34 Años,Masculino,Huehuetenango,Cabecera Municipal,Empleado Privado
807,18 - 24 Años,Femenino,Sacatepéquez,Ciudad Vieja,Profesional Independiente
808,35 - 44 Años,Masculino,Baja Verapaz,Otro Municipio,Comerciante
809,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Ama De Casa
810,18 - 24 Años,Femenino,Quetzaltenango,Coatepeque,No Indicado
811,18 - 24 Años,Masculino,Sacatepéquez,Sumpango,Empleado Privado
812,55 Años O Más,Masculino,Guatemala,San Miguel Petapa,Estudiante
813,18 - 24 Años,Masculino,Suchitepéquez,Cabecera Municipal,Empresario
814,18 - 24 Años,Masculino,Huehuetenango,Huehuetenango,Profesional Independiente
815,25 - 34 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Comerciante
816,18 - 24 Años,Prefiero No Indicarlo,Guatemala,Santa Catarina Pinula,Otro
817,25 - 34 Años,Femenino,El Progreso,Cabecera Municipal,Empresario
818,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Profesional Independiente
819,25 - 34 Años,Femenino,Sacatepéquez,Ciudad Vieja,Comerciante
820,25 - 34 Años,Femenino,Baja Verapaz,Baja Verapaz,Profesional Independiente
821,45 - 54 Años,Masculino,Chimaltenango,Chimaltenango,Empleado Privado
822,18 - 24 Años,Masculino,Chimaltenango,Patzún,Empleado Privado
823,25 - 34 Años,Masculino,Guatemala,Mixco,Profesional Independiente
824,45 - 54 Años,Femenino,Quetzaltenango,Olintepeque,Empleado Privado
825,25 - 34 Años,Femenino,Guatemala,Guatemala,Estudiante
826,25 - 34 Años,Masculino,Suchitepéquez,Cabecera Municipal,Empleado Privado
827,35 - 44 Años,Femenino,Jalapa,Cabecera Municipal,Empleado Privado
828,35 - 44 Años,Masculino,Zacapa,Cabecera Municipal,Empleado Privado
829,25 - 34 Años,Masculino,Santa Rosa,Cabecera Municipal,Empleado Privado
830,18 - 24 Años,Femenino,Izabal,Cabecera Municipal,Jubilado
831,Menos De 18 Años,Femenino,Chiquimula,Cabecera Municipal,Empleado Privado
832,35 - 44 Años,Femenino,Sololá,Cabecera Municipal,Empresario
833,25 - 34 Años,Masculino,Guatemala,Guatemala,Comerciante
834,45 - 54 Años,Masculino,Chiquimula,Chiquimula,Jubilado
835,35 - 44 Años,Femenino,Chimaltenango,Patzún,Empleado Privado
836,35 - 44 Años,Masculino,Sacatepéquez,Sumpango,Comerciante
837,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
838,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Comerciante
839,25 - 34 Años,Femenino,Jutiapa,Cabecera Municipal,Empleado Privado
840,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Comerciante
841,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Profesional Independiente
842,25 - 34 Años,Femenino,Chimaltenango,Chimaltenango,Profesional Independiente
843,35 - 44 Años,Femenino,Sacatepéquez,Jocotenango,Estudiante
844,35 - 44 Años,Masculino,El Progreso,Otro Municipio,Estudiante
845,18 - 24 Años,Masculino,Sacatepéquez,Sumpango,Empleado Público
846,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Estudiante
847,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
848,18 - 24 Años,Femenino,Guatemala,Guatemala,Empleado Privado
849,25 - 34 Años,Masculino,Totonicapán,Totonicapán,Estudiante
850,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
851,18 - 24 Años,Femenino,Escuintla,Escuintla,Comerciante
852,25 - 34 Años,Femenino,Guatemala,,Empleado Privado
853,35 - 44 Años,Femenino,Jalapa,Cabecera Municipal,Estudiante
854,18 - 24 Años,Femenino,Chimaltenango,Patzún,Empleado Público
855,35 - 44 Años,Femenino,Sacatepéquez,Sumpango,Empleado Privado
856,25 - 34 Años,Masculino,Sacatepéquez,Sumpango,Empleado Privado
857,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Estudiante
858,45 - 54 Años,Masculino,Suchitepéquez,Otro Municipio,Estudiante
859,18 - 24 Años,Femenino,Sacatepéquez,Antigua Guatemala,Estudiante
860,18 - 24 Años,Masculino,Sacatepéquez,Ciudad Vieja,Empleado Privado
861,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
862,25 - 34 Años,Femenino,Escuintla,Palín,Empleado Privado
863,18 - 24 Años,Femenino,Guatemala,Mixco,Estudiante
864,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
865,45 - 54 Años,Masculino,Chimaltenango,Patzún,Otro
866,35 - 44 Años,Femenino,Guatemala,Mixco,Empleado Público
867,45 - 54 Años,Femenino,Escuintla,Palín,Comerciante
868,35 - 44 Años,Femenino,Guatemala,Guatemala,Estudiante
869,45 - 54 Años,Femenino,Sacatepéquez,Antigua Guatemala,Estudiante
870,25 - 34 Años,Femenino,Alta Verapaz,Otro Municipio,Profesional Independiente
871,Menos De 18 Años,Prefiero No Indicarlo,Escuintla,Palín,Empresario
872,25 - 34 Años,Femenino,Guatemala,Guatemala,Empresario
873,35 - 44 Años,Masculino,Guatemala,Mixco,Empleado Privado
874,18 - 24 Años,Masculino,Guatemala,Guatemala,Empleado Público
875,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Privado
876,18 - 24 Años,Masculino,Chimaltenango,Patzún,Profesional Independiente
877,45 - 54 Años,Masculino,Guatemala,Villa Nueva,Estudiante
878,18 - 24 Años,Femenino,Chimaltenango,Patzún,Empleado Privado
879,18 - 24 Años,Masculino,Petén,San Benito,Empleado Privado
880,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Ama De Casa
881,18 - 24 Años,Femenino,Huehuetenango,Cabecera Municipal,Estudiante
882,45 - 54 Años,Femenino,Chimaltenango,Chimaltenango,Estudiante
883,18 - 24 Años,Masculino,Guatemala,Mixco,Estudiante
884,25 - 34 Años,Masculino,Guatemala,Mixco,Ama De Casa
885,18 - 24 Años,Masculino,San Marcos,Cabecera Municipal,Empleado Público
886,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Empleado Público
95,25 - 34 Años,Masculino,Guatemala,,Ama De Casa
888,55 Años O Más,Femenino,Quetzaltenango,Olintepeque,Profesional Independiente
889,55 Años O Más,Femenino,San Marcos,San Marcos,No Indicado
890,45 - 54 Años,Masculino,Guatemala,Mixco,Ama De Casa
891,25 - 34 Años,Femenino,Guatemala,Mixco,Ama De Casa
892,55 Años O Más,Masculino,Chiquimula,Otro Municipio,Empleado Privado
893,18 - 24 Años,Femenino,El Progreso,Otro Municipio,Empleado Privado
894,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Ama De Casa
895,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Comerciante
896,35 - 44 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
897,35 - 44 Años,Masculino,Jalapa,Jalapa,Profesional Independiente
898,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Estudiante
899,35 - 44 Años,Masculino,Guatemala,Guatemala,Comerciante
900,Menos De 18 Años,Femenino,Suchitepéquez,Otro Municipio,Comerciante
901,35 - 44 Años,Femenino,Chimaltenango,Patzún,Profesional Independiente
902,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
903,25 - 34 Años,Masculino,Guatemala,Guatemala,Comerciante
904,35 - 44 Años,Masculino,Escuintla,Palín,Profesional Independiente
905,45 - 54 Años,Masculino,Alta Verapaz,Cabecera Municipal,Empleado Privado
906,25 - 34 Años,Femenino,Sacatepéquez,Ciudad Vieja,Empleado Privado
907,25 - 34 Años,Femenino,Quetzaltenango,Olintepeque,Estudiante
908,18 - 24 Años,Femenino,Escuintla,Escuintla,Empresario
909,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Profesional Independiente
910,55 Años O Más,Femenino,Sacatepéquez,Antigua Guatemala,Empleado Privado
911,35 - 44 Años,Femenino,Guatemala,Mixco,Estudiante
912,25 - 34 Años,Femenino,Escuintla,Escuintla,Empleado Privado
913,35 - 44 Años,Masculino,Guatemala,Guatemala,Estudiante
914,25 - 34 Años,Femenino,Suchitepéquez,Suchitepéquez,Profesional Independiente
915,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante
916,18 - 24 Años,Femenino,Chimaltenango,Patzún,Comerciante
917,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Privado
918,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Profesional Independiente
919,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
920,45 - 54 Años,Femenino,Sacatepéquez,Sumpango,Comerciante
921,45 - 54 Años,Femenino,Guatemala,Mixco,Estudiante
922,18 - 24 Años,Masculino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Privado
923,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Profesional Independiente
924,18 - 24 Años,Femenino,Quetzaltenango,Coatepeque,Empleado Privado
925,18 - 24 Años,Masculino,Chimaltenango,Chimaltenango,Empleado Privado
926,25 - 34 Años,Femenino,Jalapa,Jalapa,Comerciante
927,55 Años O Más,Masculino,Zacapa,Otro Municipio,Otro
928,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Otro
929,35 - 44 Años,Femenino,Baja Verapaz,Otro Municipio,Estudiante
930,25 - 34 Años,Masculino,Retalhuleu,Retalhuleu,Empleado Privado
931,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Ama De Casa
932,18 - 24 Años,Masculino,Alta Verapaz,Alta Verapaz,Empleado Privado
933,25 - 34 Años,Femenino,San Marcos,Cabecera Municipal,Empleado Privado
934,55 Años O Más,Masculino,Quetzaltenango,Olintepeque,Empleado Privado
935,25 - 34 Años,Femenino,Guatemala,Mixco,Empresario
936,35 - 44 Años,Masculino,Totonicapán,,Empleado Privado
937,55 Años O Más,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
617,35 - 44 Años,Femenino,Jutiapa,Otro Municipio,Empleado Privado
939,45 - 54 Años,Femenino,Chimaltenango,Chimaltenango,Estudiante
940,45 - 54 Años,Femenino,Guatemala,Guatemala,Profesional Independiente
941,35 - 44 Años,Femenino,Sacatepéquez,Jocotenango,Estudiante
942,35 - 44 Años,Femenino,Sacatepéquez,Jocotenango,Ama De Casa
943,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Comerciante
944,45 - 54 Años,Masculino,Guatemala,Santa Catarina Pinula,Otro
945,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
946,18 - 24 Años,Femenino,Quetzaltenango,Olintepeque,Ama De Casa
947,25 - 34 Años,Masculino,Chimaltenango,Patzún,Empleado Público
948,35 - 44 Años,Masculino,Chimaltenango,Tecpán Guatemala,Empresario
949,25 - 34 Años,Masculino,Retalhuleu,Cabecera Municipal,Ama De Casa
950,45 - 54 Años,Masculino,Escuintla,Palín,Empresario
951,35 - 44 Años,Femenino,Guate,Santa Catarina Pinula,Empleado Privado
952,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Ama De Casa
953,35 - 44 Años,Masculino,Sacatepéquez,,Empleado Privado
954,55 Años O Más,Femenino,Sacatepéquez,Jocotenango,Comerciante
955,18 - 24 Años,Masculino,Quetzaltenango,Olintepeque,Empresario
956,55 Años O Más,Masculino,Suchitepéquez,Cabecera Municipal,Empleado Privado
957,18 - 24 Años,Masculino,Quetzaltenango,Quetzaltenango,Otro
958,25 - 34 Años,Masculino,Huehuetenango,Cabecera Municipal,Comerciante
959,55 Años O Más,Femenino,Guatemala,Guatemala,Empleado Privado
960,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Público
961,25 - 34 Años,Femenino,Guatemala,San Miguel Petapa,Ama De Casa
962,18 - 24 Años,Femenino,Guatemala,Guatemala,Empleado Privado
963,25 - 34 Años,Femenino,Izabal,Izabal,Empleado Privado
964,25 - 34 Años,Femenino,Sacatepéquez,Antigua Guatemala,Ama De Casa
965,25 - 34 Años,Femenino,Guatemala,Mixco,Comerciante
966,25 - 34 Años,Masculino,Totonicapán,Otro Municipio,Otro
967,25 - 34 Años,Femenino,Sacatepéquez,Antigua Guatemala,Estudiante
968,18 - 24 Años,Masculino,Chimaltenango,Patzún,Empleado Privado
969,Menos De 18 Años,Masculino,Escuintla,Palín,Empleado Privado
970,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Comerciante
971,25 - 34 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Profesional Independiente
972,35 - 44 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
973,18 - 24 Años,Masculino,Guatemala,Santa Catarina Pinula,Ama De Casa
974,Menos De 18 Años,Masculino,Guatemala,Guatemala,Empleado Privado
975,45 - 54 Años,Femenino,Zacapa,Zacapa,Empleado Privado
976,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Ama De Casa
977,35 - 44 Años,Masculino,Guatemala,Guatemala,Empleado Privado
978,25 - 34 Años,Femenino,Petén,Poptún,Empleado Público
979,18 - 24 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
980,18 - 24 Años,Femenino,Quetzaltenango,Coatepeque,Empleado Privado
981,45 - 54 Años,Femenino,Baja Verapaz,Baja Verapaz,Estudiante
982,35 - 44 Años,Masculino,Guatemala,Guatemala,Empleado Privado
983,25 - 34 Años,Masculino,Quiché,Quiché,Estudiante
984,Menos De 18 Años,Masculino,Guatemala,Villa Nueva,Otro
985,Menos De 18 Años,Femenino,Guatemala,San Miguel Petapa,Estudiante
986,55 Años O Más,Femenino,Guatemala,San Miguel Petapa,Ama De Casa
987,35 - 44 Años,Masculino,Zacapa,Otro Municipio,Profesional Independiente
988,Menos De 18 Años,Masculino,Guatemala,Guatemala,Estudiante
989,55 Años O Más,Femenino,Guatemala,,Estudiante
990,18 - 24 Años,Masculino,Retalhuleu,Cabecera Municipal,Empleado Público
991,25 - 34 Años,Masculino,Alta Verapaz,,Empleado Público
992,18 - 24 Años,Masculino,Jutiapa,,Estudiante
993,18 - 24 Años,Masculino,Guatemala,San Miguel Petapa,Empresario
994,25 - 34 Años,Femenino,Quetzaltenango,Coatepeque,Estudiante
995,55 Años O Más,Masculino,Guatemala,,Estudiante
996,45 - 54 Años,Masculino,Guatemala,Guatemala,Empleado Privado
997,18 - 24 Años,Masculino,Quetzaltenango,Quetzaltenango,Empleado Privado
998,35 - 44 Años,Masculino,Chimaltenango,Tecpán Guatemala,Ama De Casa
999,Menos De 18 Años,Femenino,Quetzaltenango,Coatepeque,Empresario
1000,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empresario
1001,55 Años O Más,Masculino,Jutiapa,Cabecera Municipal,Estudiante
1002,25 - 34 Años,Femenino,Sacatepéquez,Jocotenango,Empresario
1003,25 - 34 Años,Prefiero No Indicarlo,Guatemala,Guatemala,Estudiante
1004,35 - 44 Años,Masculino,Guatemala,Villa Nueva,Comerciante
1005,45 - 54 Años,Masculino,Petén,Flores,Profesional Independiente
1006,Menos De 18 Años,Masculino,El Progreso,El Progreso,Empresario
1007,45 - 54 Años,Masculino,San Marcos,Otro Municipio,Comerciante
1008,35 - 44 Años,Masculino,El Progreso,El Progreso,Empleado Privado
1009,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Comerciante
1010,Menos De 18 Años,Femenino,San Marcos,Otro Municipio,Estudiante
1011,55 Años O Más,Femenino,Guatemala,Santa Catarina Pinula,Empleado Público
1012,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
1013,55 Años O Más,Masculino,Alta Verapaz,Cabecera Municipal,Empleado Privado
1014,45 - 54 Años,Femenino,Quetzaltenango,Coatepeque,Empresario
1015,Menos De 18 Años,Femenino,Retalhuleu,Cabecera Municipal,Empleado Privado
1016,25 - 34 Años,Masculino,Guatemala,San Miguel Petapa,Profesional Independiente
1017,35 - 44 Años,Masculino,Escuintla,Escuintla,Empresario
1018,Menos De 18 Años,Masculino,Zacapa,Otro Municipio,Comerciante
1019,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Ama De Casa
1020,25 - 34 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Estudiante
1021,25 - 34 Años,Femenino,Quetzaltenango,Olintepeque,Estudiante
1022,18 - 24 Años,Masculino,Chimaltenango,Chimaltenango,Comerciante
1023,18 - 24 Años,Femenino,Quetzaltenango,Olintepeque,Estudiante
1024,18 - 24 Años,Femenino,Quetzaltenango,Quetzaltenango,Profesional Independiente
1025,Menos De 18 Años,Femenino,Huehuetenango,Cabecera Municipal,Ama De Casa
1026,35 - 44 Años,Prefiero No Indicarlo,Quetzaltenango,Coatepeque,Profesional Independiente
1027,55 Años O Más,Masculino,Chimaltenango,Tecpán Guatemala,Ama De Casa
1028,35 - 44 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
1029,45 - 54 Años,Femenino,Guatemala,Guatemala,Comerciante
1030,25 - 34 Años,Femenino,Huehuetenango,Huehuetenango,Empleado Público
1031,Menos De 18 Años,Masculino,Guatemala,Villa Nueva,Estudiante
1032,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Ama De Casa
1033,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante
1034,45 - 54 Años,Femenino,Guatemala,Guatemala,Comerciante
1035,Menos De 18 Años,Femenino,Chimaltenango,Patzún,Otro
1036,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Privado
1037,18 - 24 Años,Femenino,Quetzaltenango,Coatepeque,Profesional Independiente
1038,Menos De 18 Años,Masculino,Guatemala,San Miguel Petapa,Empleado Privado
1039,25 - 34 Años,Femenino,Escuintla,Palín,Estudiante
1040,Menos De 18 Años,Masculino,Sololá,Sololá,Otro
1041,18 - 24 Años,Femenino,Escuintla,Santa Lucía Cotzumalguapa,Empleado Público
1042,18 - 24 Años,Masculino,Guatemala,Mixco,Otro
1043,Menos De 18 Años,Femenino,Quetzaltenango,Coatepeque,Ama De Casa
1044,55 Años O Más,Masculino,Guatemala,,Empleado Privado
1045,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Público
1046,45 - 54 Años,Femenino,Sacatepéquez,Antigua Guatemala,Empleado Privado
1047,18 - 24 Años,Femenino,Quiché,Quiché,Jubilado
1048,18 - 24 Años,Femenino,Quiché,Otro Municipio,Profesional Independiente
1049,25 - 34 Años,Masculino,Sacatepéquez,Antigua Guatemala,Empleado Privado
1050,18 - 24 Años,Femenino,Escuintla,Palín,Empleado Privado
1051,18 - 24 Años,Femenino,Totonicapán,Cabecera Municipal,Estudiante
1052,25 - 34 Años,Femenino,Guatemala,Mixco,Estudiante
1053,Menos De 18 Años,Femenino,Guatemala,Villa Nueva,Empleado Público
1054,Menos De 18 Años,Femenino,Totonicapán,Otro Municipio,Empleado Privado
1055,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
1056,25 - 34 Años,Femenino,Izabal,Otro Municipio,Empleado Privado
1057,25 - 34 Años,Femenino,Guatemala,Mixco,Profesional Independiente
1058,55 Años O Más,Masculino,Guatemala,Villa Nueva,Profesional Independiente
1059,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Estudiante
1060,35 - 44 Años,Masculino,Guatemala,Mixco,Ama De Casa
1061,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
1062,Menos De 18 Años,Femenino,Guatemala,,Estudiante
1063,18 - 24 Años,Femenino,Guatemala,Villa Nueva,Jubilado
1064,18 - 24 Años,Femenino,Guatemala,Santa Catarina Pinula,Comerciante
1065,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1066,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Empleado Privado
1067,25 - 34 Años,Femenino,Guatemala,Mixco,Empleado Privado
1068,Menos De 18 Años,Femenino,Escuintla,Escuintla,Profesional Independiente
1069,18 - 24 Años,Femenino,Chimaltenango,Chimaltenango,Otro
1070,25 - 34 Años,Femenino,Guatemala,Santa Catarina Pinula,Empleado Público
1071,25 - 34 Años,Masculino,Guatemala,Mixco,Empleado Privado
1072,35 - 44 Años,Femenino,Sacatepéquez,Sumpango,Otro
1073,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Ama De Casa
1074,18 - 24 Años,Femenino,Chimaltenango,Patzún,Empleado Privado
1075,45 - 54 Años,Femenino,Sacatepéquez,Ciudad Vieja,Ama De Casa
1076,55 Años O Más,Masculino,Sacatepéquez,Sumpango,Comerciante
1077,25 - 34 Años,Femenino,Guatemala,Guatemala,Profesional Independiente
1078,25 - 34 Años,Femenino,Guatemala,Mixco,Otro
1079,45 - 54 Años,Femenino,Guatemala,Villa Nueva,Estudiante
1080,35 - 44 Años,Masculino,Guatemala,San Miguel Petapa,Profesional Independiente
1081,35 - 44 Años,Masculino,Escuintla,Escuintla,Estudiante
1082,55 Años O Más,Masculino,Guatemala,Villa Nueva,Empleado Público
1083,35 - 44 Años,Femenino,Guatemala,Guatemala,Empleado Privado
1084,45 - 54 Años,Masculino,Sacatepéquez,Ciudad Vieja,Empleado Privado
1085,25 - 34 Años,Masculino,Guatemala,Villa Nueva,Empleado Privado
1086,18 - 24 Años,Masculino,Petén,Poptún,Ama De Casa
1087,25 - 34 Años,Femenino,Guatemala,Villa Nueva,Empleado Privado
1088,18 - 24 Años,Femenino,Jalapa,Otro Municipio,Comerciante
1089,25 - 34 Años,Masculino,Guatemala,Mixco,Estudiante
2124,25 - 34 Años,Masculino,Guatemala,Santa Catarina Pinula,Estudiante
1091,35 - 44 Años,Prefiero No Indicarlo,Guatemala,Villa Nueva,Empleado Público
1092,35 - 44 Años,Femenino,Petén,Poptún,Estudiante
1093,Menos De 18 Años,Masculino,Guatemala,Santa Catarina Pinula,Empresario
1094,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
1095,45 - 54 Años,Masculino,Sololá,Otro Municipio,Estudiante
1096,18 - 24 Años,Femenino,Guatemala,San Miguel Petapa,Empleado Privado
