EncuestaID,SaborPreferido,PresentacionPreferida
1548,Queso,Tamaño Fiesta O Reunión
1549,Caramelo,Familiar
1550,Salado Tradicional,Individual
1551,Queso,Individual
1552,Limón,Familiar
1553,Queso,Individual
1554,Chocolate,Para Compartir Entre 2 Personas
1555,Limón,Individual
1556,Jalapeño,Tamaño Fiesta O Reunión
1557,Chocolate,Individual
1558,Barbacoa,Para Compartir Entre 2 Personas
1559,Salado Tradicional,Para Compartir Entre 2 Personas
1560,Chocolate,Para Compartir Entre 2 Personas
1561,Picante Chapín,Individual
1562,Picante Chapín,Para Compartir Entre 2 Personas
1563,Jalapeño,Familiar
1564,Picante Chapín,Familiar
1565,Queso,Tamaño Fiesta O Reunión
1566,Chocolate,Familiar
1567,Picante Chapín,Tamaño Fiesta O Reunión
1568,Salado Tradicional,Para Compartir Entre 2 Personas
1569,Picante Chapín,Individual
1570,Limón,Tamaño Fiesta O Reunión
1571,Barbacoa,Tamaño Fiesta O Reunión
1572,Limón,Para Compartir Entre 2 Personas
1573,Barbacoa,Para Compartir Entre 2 Personas
1574,Limón,Familiar
1575,Queso,Individual
1576,Salado Tradicional,Para Compartir Entre 2 Personas
1577,Limón,Individual
1578,Chocolate,Para Compartir Entre 2 Personas
1579,Salado Tradicional,Para Compartir Entre 2 Personas
1580,Jalapeño,Familiar
1581,Barbacoa,Tamaño Fiesta O Reunión
1582,Queso,Individual
1583,Jalapeño,Para Compartir Entre 2 Personas
1584,Caramelo,Tamaño Fiesta O Reunión
1585,Barbacoa,Tamaño Fiesta O Reunión
1586,No Indicado,Familiar
1587,Picante Chapín,Individual
1588,Jalapeño,Tamaño Fiesta O Reunión
1589,Jalapeño,Para Compartir Entre 2 Personas
1590,Queso,Familiar
1591,Limón,Familiar
1592,Caramelo,Para Compartir Entre 2 Personas
1593,Picante Chapín,Individual
1594,Queso,Para Compartir Entre 2 Personas
1595,Barbacoa,Familiar
1596,Limón,Individual
1597,Queso,Para Compartir Entre 2 Personas
1598,Picante Chapín,Individual
1599,Picante Chapín,Tamaño Fiesta O Reunión
1600,Salado Tradicional,Familiar
1601,Dulce,Para Compartir Entre 2 Personas
1602,Picante Chapín,Familiar
1603,Picante Chapín,Individual
1604,Barbacoa,Para Compartir Entre 2 Personas
1605,Queso,Familiar
1606,Jalapeño,Tamaño Fiesta O Reunión
1607,Picante Chapín,Tamaño Fiesta O Reunión
1608,Dulce,Para Compartir Entre 2 Personas
1609,Dulce,Individual
1610,Dulce,Para Compartir Entre 2 Personas
1611,Dulce,Familiar
1612,Jalapeño,Tamaño Fiesta O Reunión
1613,Chocolate,Individual
1614,Barbacoa,Para Compartir Entre 2 Personas
1615,Barbacoa,Familiar
1616,Barbacoa,Familiar
1617,Picante Chapín,Para Compartir Entre 2 Personas
1618,Barbacoa,Individual
1619,Barbacoa,Individual
1620,Limón,Familiar
1621,Salado Tradicional,Tamaño Fiesta O Reunión
1622,Jalapeño,Familiar
1623,Jalapeño,Tamaño Fiesta O Reunión
1624,Chocolate,Para Compartir Entre 2 Personas
1625,Barbacoa,Familiar
1626,Chocolate,Para Compartir Entre 2 Personas
1627,Jalapeño,Para Compartir Entre 2 Personas
1628,Jalapeño,Tamaño Fiesta O Reunión
1629,Barbacoa,Para Compartir Entre 2 Personas
1630,Picante Chapín,Para Compartir Entre 2 Personas
1631,Picante Chapín,Familiar
1632,Chocolate,Tamaño Fiesta O Reunión
1633,Limón,Tamaño Fiesta O Reunión
1634,Picante Chapín,Individual
1635,Barbacoa,Familiar
1636,Picante Chapín,Tamaño Fiesta O Reunión
1637,Barbacoa,Para Compartir Entre 2 Personas
1638,Dulce,Familiar
1639,Queso,Familiar
1640,Barbacoa,Familiar
1641,Picante Chapín,Para Compartir Entre 2 Personas
1642,Chocolate,Para Compartir Entre 2 Personas
1643,Barbacoa,Para Compartir Entre 2 Personas
1644,Limón,Tamaño Fiesta O Reunión
1645,Queso,Familiar
1646,Barbacoa,Familiar
1647,Jalapeño,Tamaño Fiesta O Reunión
1648,Queso,Familiar
1649,Barbacoa,Familiar
1650,Queso,Individual
1651,Picante Chapín,Individual
1652,Chocolate,Familiar
1653,Picante Chapín,Individual
1654,Queso,Familiar
1655,Barbacoa,Individual
1656,Barbacoa,Familiar
1657,Salado Tradicional,Familiar
1658,Salado Tradicional,Familiar
1659,Picante Chapín,Familiar
1660,Queso,Individual
1661,Limón,Individual
1662,Chocolate,Para Compartir Entre 2 Personas
1663,Picante Chapín,Familiar
1664,Jalapeño,Para Compartir Entre 2 Personas
1665,Dulce,Individual
1666,Queso,Individual
1667,Caramelo,Para Compartir Entre 2 Personas
1668,Limón,Individual
1669,Limón,Para Compartir Entre 2 Personas
1670,Queso,Familiar
1671,Jalapeño,Individual
1672,Barbacoa,Tamaño Fiesta O Reunión
1673,Dulce,Familiar
1674,Queso,Para Compartir Entre 2 Personas
1675,Limón,Para Compartir Entre 2 Personas
1676,Picante Chapín,Familiar
1677,Limón,Para Compartir Entre 2 Personas
1678,Barbacoa,Para Compartir Entre 2 Personas
1679,Jalapeño,Familiar
1680,Dulce,Individual
1681,Barbacoa,Para Compartir Entre 2 Personas
1682,Dulce,Familiar
1683,Picante Chapín,Tamaño Fiesta O Reunión
1684,Picante Chapín,Individual
1685,Limón,Para Compartir Entre 2 Personas
1686,Dulce,Familiar
1687,Chocolate,Individual
1688,Barbacoa,Individual
1689,Caramelo,Familiar
1690,Queso,Familiar
1691,Queso,Familiar
1692,Picante Chapín,Tamaño Fiesta O Reunión
1693,Picante Chapín,Individual
1694,Salado Tradicional,Para Compartir Entre 2 Personas
1695,Limón,Individual
1696,Chocolate,Tamaño Fiesta O Reunión
1697,Caramelo,Familiar
1698,Dulce,Familiar
1699,Caramelo,Individual
1700,Jalapeño,Para Compartir Entre 2 Personas
1701,Queso,Individual
1702,Limón,Familiar
1703,Barbacoa,Familiar
1704,Caramelo,Tamaño Fiesta O Reunión
1705,Limón,Familiar
1706,Picante Chapín,Individual
1707,Picante Chapín,Tamaño Fiesta O Reunión
1708,Limón,Familiar
1709,Salado Tradicional,Tamaño Fiesta O Reunión
1710,Chocolate,Individual
1711,Queso,Familiar
1712,Barbacoa,Para Compartir Entre 2 Personas
1713,Limón,Para Compartir Entre 2 Personas
1714,Chocolate,Familiar
1715,Barbacoa,Individual
1716,Picante Chapín,Familiar
1717,Queso,Individual
1718,Barbacoa,Para Compartir Entre 2 Personas
1719,Chocolate,Individual
1720,Jalapeño,Para Compartir Entre 2 Personas
1721,Queso,Familiar
1722,Salado Tradicional,Familiar
1723,Barbacoa,Familiar
1724,Jalapeño,Familiar
1725,Queso,Para Compartir Entre 2 Personas
1726,Queso,Individual
1727,Salado Tradicional,Para Compartir Entre 2 Personas
1728,Limón,Familiar
1729,Chocolate,Familiar
1730,Dulce,Para Compartir Entre 2 Personas
1731,Barbacoa,Individual
1732,Barbacoa,Tamaño Fiesta O Reunión
1733,Barbacoa,Individual
1734,Jalapeño,Individual
1735,Salado Tradicional,Para Compartir Entre 2 Personas
1736,Chocolate,Para Compartir Entre 2 Personas
1737,Chocolate,Individual
1738,Picante Chapín,Para Compartir Entre 2 Personas
1739,Barbacoa,Para Compartir Entre 2 Personas
1740,Salado Tradicional,Individual
1741,Salado Tradicional,Familiar
1742,Barbacoa,Para Compartir Entre 2 Personas
1743,Barbacoa,Tamaño Fiesta O Reunión
1744,Salado Tradicional,Tamaño Fiesta O Reunión
1745,Limón,Familiar
1746,Salado Tradicional,Tamaño Fiesta O Reunión
1747,Caramelo,Familiar
1748,Jalapeño,Familiar
1749,Jalapeño,Individual
1750,Dulce,Familiar
1751,Salado Tradicional,Familiar
1752,Picante Chapín,Para Compartir Entre 2 Personas
1753,No Indicado,Tamaño Fiesta O Reunión
1754,Limón,Tamaño Fiesta O Reunión
1755,Queso,Individual
1756,Jalapeño,Familiar
1757,Jalapeño,Para Compartir Entre 2 Personas
1758,Chocolate,Para Compartir Entre 2 Personas
1759,Chocolate,Para Compartir Entre 2 Personas
1760,Dulce,Familiar
1761,Caramelo,Tamaño Fiesta O Reunión
1762,Barbacoa,Individual
1763,Limón,Familiar
1764,Barbacoa,Familiar
1765,Caramelo,Familiar
1766,Picante Chapín,Tamaño Fiesta O Reunión
1767,Barbacoa,Para Compartir Entre 2 Personas
1768,Dulce,Individual
1769,Chocolate,Para Compartir Entre 2 Personas
1770,Queso,Individual
1771,Caramelo,Familiar
1772,Picante Chapín,Tamaño Fiesta O Reunión
559,Queso,Para Compartir Entre 2 Personas
1774,Queso,Familiar
1775,Queso,Para Compartir Entre 2 Personas
1776,Queso,Familiar
1777,Queso,Familiar
1778,Jalapeño,Individual
1779,Limón,Para Compartir Entre 2 Personas
1780,Barbacoa,Familiar
1781,Queso,Tamaño Fiesta O Reunión
1782,Barbacoa,Individual
1783,Picante Chapín,Familiar
1784,Salado Tradicional,Individual
1785,Barbacoa,Tamaño Fiesta O Reunión
1786,Barbacoa,Para Compartir Entre 2 Personas
1787,Jalapeño,Familiar
1788,Queso,Familiar
1789,Picante Chapín,Para Compartir Entre 2 Personas
1790,Picante Chapín,Individual
1791,Limón,Tamaño Fiesta O Reunión
1792,Barbacoa,Individual
1793,Barbacoa,Familiar
1794,Limón,Familiar
1795,Queso,Tamaño Fiesta O Reunión
1796,Barbacoa,Familiar
1797,Salado Tradicional,Tamaño Fiesta O Reunión
1798,Barbacoa,Familiar
1799,Queso,Familiar
1800,Queso,Para Compartir Entre 2 Personas
1801,Queso,Familiar
1802,Barbacoa,Para Compartir Entre 2 Personas
1803,Limón,Individual
1804,Barbacoa,Familiar
1805,Queso,Individual
1806,Picante Chapín,Para Compartir Entre 2 Personas
1807,Barbacoa,Familiar
1808,Picante Chapín,Para Compartir Entre 2 Personas
1809,Queso,Tamaño Fiesta O Reunión
1810,Salado Tradicional,Individual
1811,Chocolate,Familiar
1812,Picante Chapín,Familiar
1813,Caramelo,Tamaño Fiesta O Reunión
1814,Picante Chapín,Individual
1815,Limón,Familiar
1816,Picante Chapín,Tamaño Fiesta O Reunión
1817,Barbacoa,Familiar
1818,Jalapeño,Para Compartir Entre 2 Personas
1819,Queso,Tamaño Fiesta O Reunión
1820,Queso,Para Compartir Entre 2 Personas
1821,Salado Tradicional,Familiar
1822,Caramelo,Tamaño Fiesta O Reunión
1823,Barbacoa,Para Compartir Entre 2 Personas
1824,Picante Chapín,Familiar
1825,Queso,Tamaño Fiesta O Reunión
1826,Barbacoa,Individual
1827,Jalapeño,Para Compartir Entre 2 Personas
1828,Queso,Para Compartir Entre 2 Personas
1829,Chocolate,Individual
1830,Salado Tradicional,Para Compartir Entre 2 Personas
1831,Jalapeño,Familiar
1832,Jalapeño,Para Compartir Entre 2 Personas
1833,Barbacoa,Individual
1834,Jalapeño,Familiar
1835,Picante Chapín,Individual
1836,Picante Chapín,Para Compartir Entre 2 Personas
1837,Limón,Individual
1838,Chocolate,Familiar
1839,Salado Tradicional,Tamaño Fiesta O Reunión
1840,Jalapeño,Familiar
1841,Picante Chapín,Individual
1842,Salado Tradicional,Tamaño Fiesta O Reunión
1843,Queso,Tamaño Fiesta O Reunión
1844,Limón,Individual
1845,Jalapeño,Familiar
1846,Jalapeño,Para Compartir Entre 2 Personas
1847,Queso,Familiar
1848,Limón,Familiar
1849,Dulce,Familiar
1850,Barbacoa,Para Compartir Entre 2 Personas
1851,Barbacoa,Familiar
1852,Barbacoa,Tamaño Fiesta O Reunión
1853,Limón,Individual
1854,Picante Chapín,Para Compartir Entre 2 Personas
1855,Barbacoa,Individual
1856,Limón,Familiar
1857,Queso,Tamaño Fiesta O Reunión
1858,Barbacoa,Individual
1859,Jalapeño,Para Compartir Entre 2 Personas
1860,Jalapeño,Familiar
1861,Dulce,Tamaño Fiesta O Reunión
1862,Barbacoa,Individual
1863,Limón,Tamaño Fiesta O Reunión
1864,Salado Tradicional,Tamaño Fiesta O Reunión
1865,Queso,Tamaño Fiesta O Reunión
1866,Jalapeño,Tamaño Fiesta O Reunión
1867,Barbacoa,Tamaño Fiesta O Reunión
1868,Picante Chapín,Individual
1869,Dulce,Familiar
1870,Jalapeño,Para Compartir Entre 2 Personas
1871,Picante Chapín,Tamaño Fiesta O Reunión
1872,Limón,Tamaño Fiesta O Reunión
1873,Limón,Familiar
1874,Picante Chapín,Familiar
1875,Limón,Individual
1876,Chocolate,Familiar
1877,Picante Chapín,Familiar
1878,Caramelo,Individual
1879,Picante Chapín,Para Compartir Entre 2 Personas
1880,Jalapeño,Tamaño Fiesta O Reunión
1881,Picante Chapín,Individual
1882,Barbacoa,Familiar
1883,Picante Chapín,Tamaño Fiesta O Reunión
1884,Salado Tradicional,Familiar
1885,Limón,Individual
1886,Picante Chapín,Para Compartir Entre 2 Personas
1887,Limón,Familiar
1888,Limón,Familiar
1889,Jalapeño,Familiar
1890,Queso,Individual
1891,Barbacoa,Familiar
1892,Salado Tradicional,Para Compartir Entre 2 Personas
1893,Limón,Para Compartir Entre 2 Personas
1894,Dulce,Individual
1895,Queso,Tamaño Fiesta O Reunión
1896,Queso,Para Compartir Entre 2 Personas
1897,Salado Tradicional,Individual
1898,Queso,Tamaño Fiesta O Reunión
1899,Salado Tradicional,Familiar
1900,Queso,Familiar
1901,Barbacoa,Para Compartir Entre 2 Personas
1902,Queso,Individual
1903,Caramelo,Para Compartir Entre 2 Personas
1904,Barbacoa,Para Compartir Entre 2 Personas
1905,Jalapeño,Familiar
1906,Queso,Tamaño Fiesta O Reunión
1907,No Indicado,Para Compartir Entre 2 Personas
1908,Queso,Tamaño Fiesta O Reunión
1909,Picante Chapín,Familiar
1910,Queso,Familiar
1911,Barbacoa,Familiar
1912,Queso,Para Compartir Entre 2 Personas
1913,Picante Chapín,Para Compartir Entre 2 Personas
1914,Queso,Tamaño Fiesta O Reunión
1915,Dulce,Tamaño Fiesta O Reunión
1916,Queso,Para Compartir Entre 2 Personas
1917,Jalapeño,Para Compartir Entre 2 Personas
1918,Queso,Tamaño Fiesta O Reunión
1919,Picante Chapín,Para Compartir Entre 2 Personas
1920,Jalapeño,Familiar
1921,Jalapeño,Para Compartir Entre 2 Personas
1922,Queso,Familiar
1923,Barbacoa,Individual
1924,Jalapeño,Familiar
1925,Queso,Para Compartir Entre 2 Personas
1926,Chocolate,Tamaño Fiesta O Reunión
1927,Queso,Individual
1928,Caramelo,Familiar
1929,Barbacoa,Familiar
1930,Queso,Tamaño Fiesta O Reunión
1127,Picante Chapín,Individual
1932,Barbacoa,Familiar
1933,Limón,Familiar
1934,Chocolate,Individual
1935,Barbacoa,Familiar
1936,Jalapeño,Tamaño Fiesta O Reunión
1937,Queso,Familiar
1938,Picante Chapín,Para Compartir Entre 2 Personas
1939,Chocolate,Para Compartir Entre 2 Personas
1940,Barbacoa,Familiar
1941,Picante Chapín,Para Compartir Entre 2 Personas
1942,Picante Chapín,Tamaño Fiesta O Reunión
1943,Dulce,Para Compartir Entre 2 Personas
1944,Queso,Individual
1945,Barbacoa,Individual
1946,Dulce,Para Compartir Entre 2 Personas
1947,Queso,Tamaño Fiesta O Reunión
1948,Salado Tradicional,Individual
1949,Dulce,Familiar
1950,Jalapeño,Familiar
1951,Barbacoa,Individual
1952,Salado Tradicional,Familiar
1953,Chocolate,Familiar
1954,Limón,Individual
1955,Barbacoa,Familiar
1956,Barbacoa,Individual
1957,Chocolate,Familiar
1958,Caramelo,Individual
1959,Jalapeño,Tamaño Fiesta O Reunión
1960,Jalapeño,Tamaño Fiesta O Reunión
1961,Queso,Para Compartir Entre 2 Personas
1962,Limón,Individual
1963,Barbacoa,Para Compartir Entre 2 Personas
1964,Picante Chapín,Para Compartir Entre 2 Personas
1965,Picante Chapín,Para Compartir Entre 2 Personas
1966,Barbacoa,Individual
1967,Dulce,Individual
1968,Chocolate,Individual
1969,Limón,Para Compartir Entre 2 Personas
1970,Barbacoa,Individual
1971,Jalapeño,Individual
1972,Picante Chapín,Tamaño Fiesta O Reunión
1973,Caramelo,Familiar
1974,Queso,Familiar
1975,Picante Chapín,Familiar
1976,Limón,Para Compartir Entre 2 Personas
1977,Jalapeño,Familiar
1978,Limón,Tamaño Fiesta O Reunión
1979,Limón,Para Compartir Entre 2 Personas
1980,Queso,Para Compartir Entre 2 Personas
1981,Queso,Tamaño Fiesta O Reunión
1982,Limón,Familiar
1983,Salado Tradicional,Individual
1984,Dulce,Tamaño Fiesta O Reunión
1985,Barbacoa,Para Compartir Entre 2 Personas
1986,Chocolate,Familiar
1987,Picante Chapín,Familiar
1988,Barbacoa,Familiar
1989,Queso,Familiar
1990,Queso,Tamaño Fiesta O Reunión
1991,Jalapeño,Para Compartir Entre 2 Personas
1992,Barbacoa,Para Compartir Entre 2 Personas
1993,Limón,Tamaño Fiesta O Reunión
1994,Picante Chapín,Individual
1995,Jalapeño,Tamaño Fiesta O Reunión
1996,Queso,Individual
1997,Jalapeño,Individual
1998,Limón,Familiar
1999,Picante Chapín,Para Compartir Entre 2 Personas
2000,Salado Tradicional,Familiar
2001,Limón,Tamaño Fiesta O Reunión
2002,Barbacoa,Individual
2003,Limón,Para Compartir Entre 2 Personas
2004,Picante Chapín,Individual
2005,Caramelo,Para Compartir Entre 2 Personas
2006,Chocolate,Familiar
2007,Chocolate,Tamaño Fiesta O Reunión
2008,Queso,Para Compartir Entre 2 Personas
2009,Barbacoa,Para Compartir Entre 2 Personas
2010,Barbacoa,Tamaño Fiesta O Reunión
2011,Salado Tradicional,Familiar
2012,Jalapeño,Familiar
2013,Dulce,Familiar
2014,Barbacoa,Individual
2015,Jalapeño,Individual
2016,Barbacoa,Tamaño Fiesta O Reunión
2017,Barbacoa,Individual
2018,Barbacoa,Para Compartir Entre 2 Personas
2019,No Indicado,Individual
2020,Picante Chapín,Tamaño Fiesta O Reunión
2021,Picante Chapín,Para Compartir Entre 2 Personas
2022,Caramelo,Tamaño Fiesta O Reunión
2023,Chocolate,Individual
2024,Barbacoa,Familiar
2025,Jalapeño,Familiar
2026,Jalapeño,Para Compartir Entre 2 Personas
2027,Queso,Individual
2028,Jalapeño,Para Compartir Entre 2 Personas
2029,Jalapeño,Para Compartir Entre 2 Personas
2030,Salado Tradicional,Familiar
2031,Picante Chapín,Para Compartir Entre 2 Personas
2032,Limón,Familiar
2033,Barbacoa,Familiar
2034,Limón,Individual
2035,Dulce,Para Compartir Entre 2 Personas
2036,Barbacoa,Tamaño Fiesta O Reunión
2037,Dulce,Para Compartir Entre 2 Personas
2038,Limón,Para Compartir Entre 2 Personas
2039,Jalapeño,Para Compartir Entre 2 Personas
2040,Dulce,Individual
2041,Queso,Familiar
2042,Picante Chapín,Para Compartir Entre 2 Personas
2043,Jalapeño,Individual
2044,Jalapeño,Para Compartir Entre 2 Personas
2045,Salado Tradicional,Familiar
2046,Queso,Para Compartir Entre 2 Personas
2047,Barbacoa,Para Compartir Entre 2 Personas
2048,Jalapeño,Familiar
2049,Limón,Familiar
2050,Queso,Tamaño Fiesta O Reunión
2051,Picante Chapín,Familiar
2052,Jalapeño,Familiar
2053,Jalapeño,Tamaño Fiesta O Reunión
2054,Queso,Familiar
2055,Picante Chapín,Para Compartir Entre 2 Personas
2056,Limón,Familiar
2057,Jalapeño,Para Compartir Entre 2 Personas
2058,Queso,Familiar
2059,Caramelo,Familiar
2060,Queso,Tamaño Fiesta O Reunión
2061,Salado Tradicional,Familiar
2062,Queso,Para Compartir Entre 2 Personas
2063,Queso,Familiar
2064,Jalapeño,Familiar
2065,Queso,Individual
2066,Barbacoa,Para Compartir Entre 2 Personas
2067,Salado Tradicional,Para Compartir Entre 2 Personas
2068,Queso,Familiar
2069,Chocolate,Individual
2070,Queso,Para Compartir Entre 2 Personas
2071,Chocolate,Tamaño Fiesta O Reunión
2072,Limón,Familiar
2073,Chocolate,Familiar
2074,Jalapeño,Familiar
2075,Picante Chapín,Para Compartir Entre 2 Personas
2076,Queso,Tamaño Fiesta O Reunión
2077,Caramelo,Individual
2078,Limón,Individual
2079,Queso,Familiar
2080,Caramelo,Familiar
2081,Picante Chapín,Tamaño Fiesta O Reunión
2082,Picante Chapín,Familiar
2083,Barbacoa,Familiar
2084,Caramelo,Para Compartir Entre 2 Personas
2085,Queso,Para Compartir Entre 2 Personas
2086,Barbacoa,Familiar
2087,Chocolate,Familiar
2088,Dulce,Familiar
638,Picante Chapín,Familiar
2090,Picante Chapín,Para Compartir Entre 2 Personas
2091,Limón,Individual
2092,Picante Chapín,Para Compartir Entre 2 Personas
2093,Picante Chapín,Tamaño Fiesta O Reunión
2094,Queso,Individual
2095,Dulce,Familiar
2096,Picante Chapín,Individual
2097,Queso,Familiar
2098,Limón,Tamaño Fiesta O Reunión
2099,Barbacoa,Familiar
2100,Jalapeño,Tamaño Fiesta O Reunión
2101,Picante Chapín,Familiar
2102,Queso,Para Compartir Entre 2 Personas
2103,No Indicado,Para Compartir Entre 2 Personas
2104,Queso,Para Compartir Entre 2 Personas
2105,Barbacoa,Para Compartir Entre 2 Personas
2106,Chocolate,Para Compartir Entre 2 Personas
2107,No Indicado,Individual
2108,Jalapeño,Individual
2109,Chocolate,Tamaño Fiesta O Reunión
2110,Barbacoa,Individual
2111,Chocolate,Para Compartir Entre 2 Personas
2112,Picante Chapín,Tamaño Fiesta O Reunión
2113,Picante Chapín,Para Compartir Entre 2 Personas
2114,Dulce,Individual
2115,Chocolate,Familiar
2116,Chocolate,Para Compartir Entre 2 Personas
2117,Queso,Para Compartir Entre 2 Personas
2118,Salado Tradicional,Familiar
2119,Limón,Individual
2120,Limón,Para Compartir Entre 2 Personas
2121,Caramelo,Para Compartir Entre 2 Personas
2122,Dulce,Para Compartir Entre 2 Personas
2123,Queso,Para Compartir Entre 2 Personas
2124,Barbacoa,Familiar
2125,Picante Chapín,Para Compartir Entre 2 Personas
2126,Jalapeño,Familiar
2127,Barbacoa,Tamaño Fiesta O Reunión
2128,Chocolate,Familiar
2129,Barbacoa,Tamaño Fiesta O Reunión
2130,Chocolate,Tamaño Fiesta O Reunión
2131,Chocolate,Tamaño Fiesta O Reunión
2132,Limón,Familiar
2133,Picante Chapín,Familiar
2134,Chocolate,Familiar
2135,Picante Chapín,Individual
2136,Limón,Familiar
2137,Queso,Familiar
2138,Chocolate,Tamaño Fiesta O Reunión
2139,Queso,Individual
2140,Salado Tradicional,Para Compartir Entre 2 Personas
2141,No Indicado,Para Compartir Entre 2 Personas
2142,Jalapeño,Tamaño Fiesta O Reunión
2143,Barbacoa,Familiar
2144,Queso,Familiar
2145,Queso,Individual
2146,Barbacoa,Para Compartir Entre 2 Personas
2147,Jalapeño,Individual
2148,Salado Tradicional,Para Compartir Entre 2 Personas
2149,Limón,Individual
2150,Queso,Familiar
2151,Jalapeño,Familiar
2152,Dulce,Familiar
2153,Caramelo,Para Compartir Entre 2 Personas
2154,Salado Tradicional,Familiar
2155,Queso,Individual
2156,Salado Tradicional,Familiar
2157,Jalapeño,Familiar
2158,Chocolate,Familiar
2159,Queso,Familiar
2160,Queso,Tamaño Fiesta O Reunión
2161,Salado Tradicional,Familiar
2162,Caramelo,Individual
2163,Queso,Individual
2164,Picante Chapín,Familiar
2165,Limón,Para Compartir Entre 2 Personas
2166,Queso,Para Compartir Entre 2 Personas
2167,Salado Tradicional,Familiar
2168,Chocolate,Familiar
2169,Jalapeño,Para Compartir Entre 2 Personas
2170,Chocolate,Familiar
2171,Limón,Familiar
2172,Picante Chapín,Familiar
2173,Picante Chapín,Tamaño Fiesta O Reunión
2174,Picante Chapín,Familiar
2175,Barbacoa,Para Compartir Entre 2 Personas
2176,Picante Chapín,Familiar
2177,Barbacoa,Individual
2178,Barbacoa,Para Compartir Entre 2 Personas
2179,Limón,Para Compartir Entre 2 Personas
2180,Salado Tradicional,Tamaño Fiesta O Reunión
2181,Jalapeño,Tamaño Fiesta O Reunión
2182,Jalapeño,Para Compartir Entre 2 Personas
2183,Limón,Familiar
2184,Chocolate,Para Compartir Entre 2 Personas
2185,Jalapeño,Individual
2186,Salado Tradicional,Individual
2187,Limón,Familiar
2188,Picante Chapín,Para Compartir Entre 2 Personas
2189,Picante Chapín,Familiar
2190,Queso,Individual
2191,Barbacoa,Tamaño Fiesta O Reunión
2192,Queso,Tamaño Fiesta O Reunión
2193,Dulce,Familiar
2194,Barbacoa,Individual
2195,Jalapeño,Para Compartir Entre 2 Personas
2196,Queso,Tamaño Fiesta O Reunión
2197,Queso,Para Compartir Entre 2 Personas
2198,Dulce,Individual
2199,Queso,Familiar
2200,Picante Chapín,Familiar
2201,Dulce,Familiar
2202,Jalapeño,Individual
2203,Barbacoa,Familiar
2204,Picante Chapín,Individual
2205,Picante Chapín,Para Compartir Entre 2 Personas
2206,Caramelo,Individual
2207,Dulce,Familiar
2208,Dulce,Tamaño Fiesta O Reunión
2209,Barbacoa,Tamaño Fiesta O Reunión
2210,Limón,Tamaño Fiesta O Reunión
2211,Queso,Individual
2212,Queso,Para Compartir Entre 2 Personas
2213,Queso,Familiar
2214,Dulce,Individual
2215,Limón,Familiar
2216,Jalapeño,Para Compartir Entre 2 Personas
2217,Dulce,Familiar
2218,Barbacoa,Tamaño Fiesta O Reunión
2219,Queso,Tamaño Fiesta O Reunión
2220,Barbacoa,Para Compartir Entre 2 Personas
2221,Queso,Familiar
2222,Jalapeño,Familiar
2223,Barbacoa,Familiar
2224,Salado Tradicional,Tamaño Fiesta O Reunión
2225,Picante Chapín,Individual
2226,Jalapeño,Tamaño Fiesta O Reunión
2227,Jalapeño,Individual
2228,Queso,Para Compartir Entre 2 Personas
2229,Chocolate,Familiar
2230,Limón,Familiar
2231,Queso,Individual
2232,Barbacoa,Familiar
2233,Dulce,Individual
2234,Barbacoa,Familiar
2235,Queso,Familiar
2236,Chocolate,Para Compartir Entre 2 Personas
2237,Picante Chapín,Para Compartir Entre 2 Personas
2238,Limón,Tamaño Fiesta O Reunión
2239,Barbacoa,Tamaño Fiesta O Reunión
2240,Barbacoa,Individual
2241,Jalapeño,Para Compartir Entre 2 Personas
2242,Chocolate,Individual
2243,Picante Chapín,Individual
2244,Chocolate,Familiar
2245,Jalapeño,Familiar
2246,Barbacoa,Familiar
2247,Barbacoa,Para Compartir Entre 2 Personas
2248,Picante Chapín,Individual
2249,Barbacoa,Familiar
2250,Limón,Individual
2251,Queso,Familiar
2252,Limón,Individual
2253,Barbacoa,Familiar
2254,Queso,Familiar
2255,Salado Tradicional,Individual
2256,Limón,Familiar
2257,Caramelo,Individual
2258,Picante Chapín,Para Compartir Entre 2 Personas
2259,Chocolate,Para Compartir Entre 2 Personas
2260,Picante Chapín,Familiar
2261,Limón,Familiar
2262,Picante Chapín,Individual
2263,Jalapeño,Familiar
2264,Picante Chapín,Para Compartir Entre 2 Personas
2265,Barbacoa,Individual
2266,Barbacoa,Para Compartir Entre 2 Personas
2267,Chocolate,Individual
2268,Queso,Tamaño Fiesta O Reunión
2269,Limón,Familiar
2270,Barbacoa,Familiar
2271,Dulce,Para Compartir Entre 2 Personas
2272,Jalapeño,Familiar
2273,Dulce,Tamaño Fiesta O Reunión
2274,Jalapeño,Individual
2275,Salado Tradicional,Individual
2276,Caramelo,Familiar
2277,Queso,Para Compartir Entre 2 Personas
2278,Chocolate,Familiar
2279,Salado Tradicional,Para Compartir Entre 2 Personas
2280,Chocolate,Familiar
2281,Picante Chapín,Para Compartir Entre 2 Personas
2282,Picante Chapín,Para Compartir Entre 2 Personas
2283,Limón,Tamaño Fiesta O Reunión
2284,Limón,Tamaño Fiesta O Reunión
2285,Barbacoa,Familiar
2286,Picante Chapín,Familiar
2287,Picante Chapín,Familiar
2288,Picante Chapín,Tamaño Fiesta O Reunión
2289,Salado Tradicional,Para Compartir Entre 2 Personas
2290,Queso,Tamaño Fiesta O Reunión
2291,Salado Tradicional,Para Compartir Entre 2 Personas
