EncuestaID,FechaEncuesta,FrecuenciaConsumoSnacks,LugarCompraSnacks,ConQuienVePartidos,GastoSnacksPartido,GastoPromedio
1242,16 Enero 2026,Todos Los Días,Gasolinera,Familia,Q25 - Q50,37.5
1243,15 Enero 2026,Varias Veces Al Mes,Supermercado,Amigos,Menos De Q25,12.5
1244,13 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Compañeros De Trabajo,Menos De Q25,12.5
1245,10 Mayo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
1246,18 Enero 2026,Varias Veces Al Mes,Gasolinera,Familia,Menos De Q25,12.5
1247,11 Enero 2026,Todos Los Días,Tienda De Barrio,Amigos,Más De Q150,175.0
1248,18 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Q51 - Q100,75.5
1249,27 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Menos De Q25,12.5
1250,14 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Menos De Q25,12.5
1251,12 Marzo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1252,08 Mayo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Menos De Q25,12.5
1253,28 Febrero 2026,Varias Veces Al Mes,Gasolinera,Familia,Q25 - Q50,37.5
1254,10 Febrero 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
1255,28 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
1256,16 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
1257,04 Marzo 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
1258,27 Abril 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Solo,Q51 - Q100,75.5
1259,01 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1260,30 Abril 2026,3 A 5 Veces Por Semana,No Indicado,Otro,Menos De Q25,12.5
1261,26 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1262,14 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Menos De Q25,12.5
1263,23 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1264,05 Febrero 2026,Varias Veces Al Mes,Gasolinera,Amigos,Q25 - Q50,37.5
1265,04 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1266,08 Mayo 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q101 - Q150,125.5
1267,05 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1268,11 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
1269,25 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Otro,Q101 - Q150,125.5
1270,16 Febrero 2026,Varias Veces Al Mes,Supermercado,Solo,Q25 - Q50,37.5
1271,29 Abril 2026,Varias Veces Al Mes,No Indicado,Amigos,Menos De Q25,12.5
1864,09 Marzo 2026,Varias Veces Al Mes,Supermercado,Amigos,Q51 - Q100,75.5
1273,23 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Otro,Q101 - Q150,125.5
1274,11 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Q101 - Q150,125.5
1275,26 Abril 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q101 - Q150,125.5
1276,22 Marzo 2026,Todos Los Días,Gasolinera,Amigos,Q51 - Q100,75.5
1277,09 Mayo 2026,Varias Veces Al Mes,Otro,Amigos,Q101 - Q150,125.5
1278,02 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Solo,Q25 - Q50,37.5
1279,20 Enero 2026,Rara Vez,Aplicación De Delivery,Familia,Menos De Q25,12.5
1280,25 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Otro,Q51 - Q100,75.5
1281,10 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
1282,13 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1283,09 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Menos De Q25,12.5
1284,08 Abril 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1285,19 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
1286,23 Enero 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Menos De Q25,12.5
1287,01 Marzo 2026,Todos Los Días,Supermercado,Familia,Q25 - Q50,37.5
1288,23 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1289,16 Febrero 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Q101 - Q150,125.5
1290,22 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
1291,25 Enero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
1292,19 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
1293,30 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1294,08 Mayo 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Más De Q150,175.0
1295,15 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1296,04 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1297,04 Febrero 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
1298,15 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
1299,06 Marzo 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
1300,15 Febrero 2026,Rara Vez,Tienda De Barrio,Amigos,Q101 - Q150,125.5
1301,22 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Q101 - Q150,125.5
1302,11 Marzo 2026,Todos Los Días,Gasolinera,Amigos,Q25 - Q50,37.5
1303,18 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1304,11 Abril 2026,Todos Los Días,Otro,Familia,Q101 - Q150,125.5
1305,23 Abril 2026,Rara Vez,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
1306,25 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1307,14 Abril 2026,Todos Los Días,Kiosco Escolar/Universitario,Otro,Q25 - Q50,37.5
1308,02 Marzo 2026,Todos Los Días,Supermercado,Amigos,Q25 - Q50,37.5
1309,18 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Otro,Q51 - Q100,75.5
1310,10 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
1311,07 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1312,22 Abril 2026,Todos Los Días,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
1313,12 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
1314,26 Enero 2026,Varias Veces Al Mes,Supermercado,Amigos,Menos De Q25,12.5
1315,10 Enero 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
1316,20 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q101 - Q150,125.5
1317,21 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q101 - Q150,125.5
1318,04 Febrero 2026,Varias Veces Al Mes,Otro,Solo,Q51 - Q100,75.5
2405,01 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1320,03 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
1321,22 Enero 2026,Todos Los Días,Kiosco Escolar/Universitario,Otro,Q101 - Q150,125.5
1322,15 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1323,06 Abril 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q25 - Q50,37.5
1324,09 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Compañeros De Trabajo,Q25 - Q50,37.5
1325,04 Marzo 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
1326,31 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1327,23 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1328,18 Marzo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q25 - Q50,37.5
1329,06 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1330,24 Enero 2026,Rara Vez,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1331,13 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Solo,Q51 - Q100,75.5
1332,04 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Otro,Q51 - Q100,75.5
1333,22 Febrero 2026,Rara Vez,Supermercado,Familia,Q51 - Q100,75.5
1334,21 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1335,15 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
1336,12 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1337,25 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
538,10 Marzo 2026,Rara Vez,Gasolinera,Amigos,Q101 - Q150,125.5
1339,08 Mayo 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
1340,04 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1341,06 Marzo 2026,Todos Los Días,Supermercado,Amigos,Más De Q150,175.0
1342,21 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
1343,18 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Solo,Q25 - Q50,37.5
1344,14 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Q101 - Q150,125.5
1345,07 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
1346,18 Enero 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q101 - Q150,125.5
1347,22 Enero 2026,Varias Veces Al Mes,Gasolinera,Familia,Q25 - Q50,37.5
1348,20 Marzo 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Solo,Q51 - Q100,75.5
1349,23 Enero 2026,Todos Los Días,Gasolinera,Amigos,Q25 - Q50,37.5
1350,22 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Más De Q150,175.0
1351,16 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
1352,16 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Solo,Q51 - Q100,75.5
1353,10 Enero 2026,Varias Veces Al Mes,Otro,Amigos,Menos De Q25,12.5
1354,10 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
1355,06 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Menos De Q25,12.5
1356,26 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Compañeros De Trabajo,Q51 - Q100,75.5
1357,10 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
1358,02 Febrero 2026,Todos Los Días,Otro,Amigos,Más De Q150,175.0
1359,12 Febrero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Familia,Menos De Q25,12.5
1360,09 Mayo 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
1361,10 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1362,04 Mayo 2026,Rara Vez,Supermercado,Familia,Q25 - Q50,37.5
1363,20 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1364,24 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
1365,17 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Q51 - Q100,75.5
1366,17 Enero 2026,Varias Veces Al Mes,Otro,Familia,Q51 - Q100,75.5
1367,18 Abril 2026,Rara Vez,Tienda De Barrio,Amigos,Q101 - Q150,125.5
1368,07 Febrero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1369,21 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q101 - Q150,125.5
1370,17 Marzo 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
1371,17 Abril 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q51 - Q100,75.5
1372,02 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Más De Q150,175.0
1373,30 Marzo 2026,Varias Veces Al Mes,Supermercado,Amigos,Q25 - Q50,37.5
1374,20 Enero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q51 - Q100,75.5
1375,17 Febrero 2026,Varias Veces Al Mes,Supermercado,Familia,Más De Q150,175.0
1376,01 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1377,31 Enero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Solo,Q51 - Q100,75.5
1378,14 Enero 2026,Varias Veces Al Mes,Supermercado,Familia,Q51 - Q100,75.5
1379,21 Enero 2026,Todos Los Días,Kiosco Escolar/Universitario,Compañeros De Trabajo,Q25 - Q50,37.5
1380,02 Mayo 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Menos De Q25,12.5
1381,03 Abril 2026,Varias Veces Al Mes,Supermercado,Amigos,Q101 - Q150,125.5
1382,31 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Q25 - Q50,37.5
1383,09 Mayo 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1384,23 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
1385,15 Marzo 2026,Todos Los Días,Tienda De Barrio,Familia,Q101 - Q150,125.5
1386,09 Mayo 2026,Rara Vez,Supermercado,Familia,Q51 - Q100,75.5
1387,21 Abril 2026,Rara Vez,Kiosco Escolar/Universitario,Familia,Q51 - Q100,75.5
1388,06 Mayo 2026,Todos Los Días,Supermercado,Amigos,Q51 - Q100,75.5
1389,14 Enero 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1390,08 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Q25 - Q50,37.5
1391,23 Marzo 2026,Todos Los Días,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1392,24 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1393,13 Enero 2026,1 A 2 Veces Por Semana,Otro,Familia,Q101 - Q150,125.5
1394,05 Mayo 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
1395,25 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1396,20 Marzo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Más De Q150,175.0
1397,11 Marzo 2026,Todos Los Días,Aplicación De Delivery,Solo,Q101 - Q150,125.5
1398,25 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Q25 - Q50,37.5
1399,23 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
1400,18 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
1401,14 Enero 2026,Rara Vez,Supermercado,Amigos,Q51 - Q100,75.5
1402,10 Enero 2026,Todos Los Días,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
1403,06 Mayo 2026,Rara Vez,Tienda De Barrio,Solo,Menos De Q25,12.5
1404,20 Enero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Menos De Q25,12.5
1405,09 Mayo 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q51 - Q100,75.5
1406,01 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1407,19 Abril 2026,1 A 2 Veces Por Semana,Otro,Familia,Q25 - Q50,37.5
1408,20 Enero 2026,1 A 2 Veces Por Semana,No Indicado,Amigos,Q25 - Q50,37.5
1409,10 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1410,06 Marzo 2026,Todos Los Días,Supermercado,Solo,Q51 - Q100,75.5
1411,19 Enero 2026,Rara Vez,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1412,21 Enero 2026,Todos Los Días,Supermercado,Amigos,Q101 - Q150,125.5
1413,07 Abril 2026,3 A 5 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Menos De Q25,12.5
1414,19 Marzo 2026,Varias Veces Al Mes,Gasolinera,Compañeros De Trabajo,Q51 - Q100,75.5
1415,05 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1416,28 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q25 - Q50,37.5
1417,30 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1418,09 Abril 2026,Todos Los Días,Supermercado,Familia,Q51 - Q100,75.5
1419,08 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Otro,Q101 - Q150,125.5
1420,13 Enero 2026,Varias Veces Al Mes,Gasolinera,Amigos,Más De Q150,175.0
1421,15 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1422,11 Enero 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
2478,10 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Compañeros De Trabajo,Q101 - Q150,125.5
1424,26 Febrero 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Q25 - Q50,37.5
1425,03 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1426,17 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Solo,Q51 - Q100,75.5
1427,29 Enero 2026,1 A 2 Veces Por Semana,Gasolinera,Solo,Q25 - Q50,37.5
1428,24 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
1429,05 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
1430,12 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1431,16 Febrero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q51 - Q100,75.5
1432,07 Abril 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1433,24 Marzo 2026,Todos Los Días,Supermercado,Amigos,Q101 - Q150,125.5
1434,13 Febrero 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1435,18 Enero 2026,Varias Veces Al Mes,Supermercado,Familia,Q25 - Q50,37.5
1436,07 Febrero 2026,3 A 5 Veces Por Semana,Gasolinera,Amigos,Más De Q150,175.0
1437,03 Marzo 2026,Varias Veces Al Mes,Tienda De Barrio,Familia,Q51 - Q100,75.5
1438,26 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Menos De Q25,12.5
1439,16 Abril 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Familia,Más De Q150,175.0
1440,04 Mayo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1441,01 Mayo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1442,14 Abril 2026,Todos Los Días,Gasolinera,Compañeros De Trabajo,Q25 - Q50,37.5
1443,02 Abril 2026,Varias Veces Al Mes,Otro,Familia,Q101 - Q150,125.5
1444,20 Marzo 2026,1 A 2 Veces Por Semana,Otro,Solo,Q25 - Q50,37.5
1445,23 Febrero 2026,1 A 2 Veces Por Semana,Kiosco Escolar/Universitario,Amigos,Q25 - Q50,37.5
1446,30 Enero 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
1447,22 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1448,28 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q101 - Q150,125.5
1449,02 Mayo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1450,13 Febrero 2026,Varias Veces Al Mes,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
1451,07 Marzo 2026,Todos Los Días,Supermercado,Amigos,Más De Q150,175.0
1452,24 Enero 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Familia,Más De Q150,175.0
1453,06 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Familia,Q25 - Q50,37.5
1454,15 Febrero 2026,Todos Los Días,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
1455,25 Febrero 2026,Varias Veces Al Mes,Tienda De Barrio,Otro,Q101 - Q150,125.5
1456,03 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Compañeros De Trabajo,Menos De Q25,12.5
1457,24 Marzo 2026,Rara Vez,Supermercado,Solo,Q25 - Q50,37.5
1458,30 Enero 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Compañeros De Trabajo,Q51 - Q100,75.5
927,24 Marzo 2026,Todos Los Días,Supermercado,Amigos,Q25 - Q50,37.5
1460,04 Mayo 2026,1 A 2 Veces Por Semana,Otro,Amigos,Q51 - Q100,75.5
1461,11 Abril 2026,Todos Los Días,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1462,22 Enero 2026,Todos Los Días,Supermercado,Familia,Menos De Q25,12.5
1463,08 Abril 2026,Rara Vez,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1464,06 Abril 2026,1 A 2 Veces Por Semana,Supermercado,Familia,Menos De Q25,12.5
1465,03 Marzo 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q51 - Q100,75.5
1466,17 Abril 2026,3 A 5 Veces Por Semana,Gasolinera,Familia,Más De Q150,175.0
1467,25 Abril 2026,Rara Vez,Supermercado,Solo,Q51 - Q100,75.5
1468,11 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Menos De Q25,12.5
1469,25 Marzo 2026,Varias Veces Al Mes,Gasolinera,Amigos,Q25 - Q50,37.5
1470,27 Marzo 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Menos De Q25,12.5
1471,21 Abril 2026,1 A 2 Veces Por Semana,Aplicación De Delivery,Amigos,Q25 - Q50,37.5
1472,15 Abril 2026,Todos Los Días,Supermercado,Familia,Menos De Q25,12.5
1473,07 Abril 2026,Todos Los Días,Otro,Familia,Q101 - Q150,125.5
1474,06 Abril 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Familia,Q25 - Q50,37.5
1475,15 Febrero 2026,Varias Veces Al Mes,Gasolinera,Amigos,Menos De Q25,12.5
1476,24 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Otro,Q25 - Q50,37.5
1477,08 Febrero 2026,Varias Veces Al Mes,Gasolinera,Amigos,Más De Q150,175.0
1478,11 Abril 2026,Todos Los Días,Kiosco Escolar/Universitario,Amigos,Q51 - Q100,75.5
1479,16 Marzo 2026,1 A 2 Veces Por Semana,Supermercado,Otro,Q25 - Q50,37.5
1480,13 Febrero 2026,Todos Los Días,Supermercado,Compañeros De Trabajo,Q51 - Q100,75.5
1481,24 Febrero 2026,1 A 2 Veces Por Semana,Gasolinera,Familia,Q101 - Q150,125.5
1482,02 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1483,12 Marzo 2026,3 A 5 Veces Por Semana,Tienda De Barrio,Familia,Q51 - Q100,75.5
1484,18 Enero 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1485,23 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Solo,Q51 - Q100,75.5
1486,30 Marzo 2026,Varias Veces Al Mes,Supermercado,Amigos,Q25 - Q50,37.5
1487,30 Marzo 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q51 - Q100,75.5
1488,05 Mayo 2026,Varias Veces Al Mes,Aplicación De Delivery,Compañeros De Trabajo,Menos De Q25,12.5
1489,17 Enero 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Familia,Menos De Q25,12.5
1490,29 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Solo,Q101 - Q150,125.5
1491,30 Marzo 2026,Todos Los Días,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
1492,10 Abril 2026,Todos Los Días,Gasolinera,Compañeros De Trabajo,Q25 - Q50,37.5
1493,29 Marzo 2026,Varias Veces Al Mes,Aplicación De Delivery,Familia,Q101 - Q150,125.5
1494,09 Marzo 2026,1 A 2 Veces Por Semana,Gasolinera,Amigos,Q25 - Q50,37.5
1495,22 Abril 2026,Todos Los Días,Kiosco Escolar/Universitario,Familia,Q25 - Q50,37.5
1496,22 Abril 2026,Varias Veces Al Mes,Kiosco Escolar/Universitario,Compañeros De Trabajo,Menos De Q25,12.5
1497,27 Abril 2026,3 A 5 Veces Por Semana,Supermercado,Amigos,Q25 - Q50,37.5
1498,01 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Solo,Q25 - Q50,37.5
1499,30 Enero 2026,3 A 5 Veces Por Semana,Supermercado,Familia,Q25 - Q50,37.5
1500,08 Mayo 2026,Todos Los Días,Tienda De Barrio,Familia,Q51 - Q100,75.5
1501,07 Abril 2026,1 A 2 Veces Por Semana,Tienda De Barrio,Amigos,Q25 - Q50,37.5
1502,03 Mayo 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
1503,13 Abril 2026,Todos Los Días,Supermercado,Amigos,Q25 - Q50,37.5
1504,17 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Solo,Más De Q150,175.0
1505,20 Enero 2026,Varias Veces Al Mes,Tienda De Barrio,Otro,Más De Q150,175.0
1506,26 Febrero 2026,1 A 2 Veces Por Semana,Supermercado,Amigos,Menos De Q25,12.5
1507,10 Enero 2026,Todos Los Días,Gasolinera,Amigos,Q101 - Q150,125.5
1508,25 Marzo 2026,Varias Veces Al Mes,Supermercado,Amigos,Q51 - Q100,75.5
1509,15 Abril 2026,Varias Veces Al Mes,Otro,Familia,Q25 - Q50,37.5
1510,23 Abril 2026,3 A 5 Veces Por Semana,Aplicación De Delivery,Amigos,Q51 - Q100,75.5
